項次,分類,名稱,標準網頁檔名,相對路徑,線上瀏覽網址
1,總部中控台,🏛️ 邁向會考之路——國文攻略（總部中控台）,index.html,index.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/index.html
2,語文教學資源庫 - 旗艦首頁,📘 學思軒・語文教學資源網站（會考國文練習神器大寶庫）,practicetools-hub.html,practicetools-hub.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/practicetools-hub.html
3,語文教學資源庫 - 旗艦首頁,📘 學思軒・語文教學資源網站（別名入口）,yuwen-hub.html,yuwen-hub.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-hub.html
4,成語教學資源庫 - 旗艦首頁,📗 學思軒・成語教學資源網站（成語練習神器 × 方城市測驗平台）,idiom-hub.html,idiom-hub.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/idiom-hub.html
5,作文教學資源庫 - 旗艦首頁,✍️ 學思軒・作文教學資源網站（會考作文 · 閱思龍門文心雕龍）,composition-hub.html,composition-hub.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/composition-hub.html
6,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]二十四節氣,yuwen-24-solar-terms.html,yuwen-practice/yuwen-24-solar-terms.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-24-solar-terms.html
7,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]ABB疊詞型形容詞,yuwen-abb-adjectives.html,yuwen-practice/yuwen-abb-adjectives.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-abb-adjectives.html
8,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]諧音歇後語,yuwen-allegory-homophone.html,yuwen-practice/yuwen-allegory-homophone.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-allegory-homophone.html
9,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]諧義歇後語,yuwen-allegory-meaning.html,yuwen-practice/yuwen-allegory-meaning.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-allegory-meaning.html
10,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]三國演義相關歇後語,yuwen-allegory-three-kingdoms.html,yuwen-practice/yuwen-allegory-three-kingdoms.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-allegory-three-kingdoms.html
11,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]論語相關佳句,yuwen-analects-quotes.html,yuwen-practice/yuwen-analects-quotes.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-analects-quotes.html
12,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]古今用語大不同──人體部位、動作,yuwen-ancient-modern-body.html,yuwen-practice/yuwen-ancient-modern-body.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-ancient-modern-body.html
13,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]古今用語大不同──職業篇,yuwen-ancient-modern-occupations.html,yuwen-practice/yuwen-ancient-modern-occupations.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-ancient-modern-occupations.html
14,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]古今用語大不同──人物篇,yuwen-ancient-modern-people.html,yuwen-practice/yuwen-ancient-modern-people.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-ancient-modern-people.html
15,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]古今容器大集合,yuwen-ancient-vessels.html,yuwen-practice/yuwen-ancient-vessels.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-ancient-vessels.html
16,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]書體判斷,yuwen-calligraphy-judgment.html,yuwen-practice/yuwen-calligraphy-judgment.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-calligraphy-judgment.html
17,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]量詞,yuwen-classifiers.html,yuwen-practice/yuwen-classifiers.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-classifiers.html
18,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]顏色字判斷,yuwen-color-words.html,yuwen-practice/yuwen-color-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-color-words.html
19,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]同義反義偏義複詞練習神器,yuwen-compound-words.html,yuwen-practice/yuwen-compound-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-compound-words.html
20,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]文意大補帖-中式,yuwen-comprehension-chinese.html,yuwen-practice/yuwen-comprehension-chinese.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-comprehension-chinese.html
21,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]文意大補帖-西式,yuwen-comprehension-western.html,yuwen-practice/yuwen-comprehension-western.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-comprehension-western.html
22,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]歷史人物典故成語,yuwen-confusable-words.html,yuwen-practice/yuwen-confusable-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-confusable-words.html
23,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]連接詞運用,yuwen-conjunctions.html,yuwen-practice/yuwen-conjunctions.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-conjunctions.html
24,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]對聯判斷,yuwen-couplets-judgment.html,yuwen-practice/yuwen-couplets-judgment.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-couplets-judgment.html
25,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]謙詞敬語-與親友、稱呼有關的敬語,yuwen-courtesy-01-honorific-relatives.html,yuwen-practice/yuwen-courtesy-01-honorific-relatives.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-courtesy-01-honorific-relatives.html
26,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]謙詞敬語-與親友稱呼有關的謙詞,yuwen-courtesy-02-humble-relatives.html,yuwen-practice/yuwen-courtesy-02-humble-relatives.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-courtesy-02-humble-relatives.html
27,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]謙詞敬語-與人的所有物有關的謙詞敬語,yuwen-courtesy-03-possessions.html,yuwen-practice/yuwen-courtesy-03-possessions.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-courtesy-03-possessions.html
28,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]謙詞敬語-與人的事情有關的謙詞敬語,yuwen-courtesy-04-actions.html,yuwen-practice/yuwen-courtesy-04-actions.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-courtesy-04-actions.html
29,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]謙詞敬語-書信往來訪客迎賓的謙詞敬語,yuwen-courtesy-05-letters-guests.html,yuwen-practice/yuwen-courtesy-05-letters-guests.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-courtesy-05-letters-guests.html
30,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]年齡代稱,yuwen-culture-age.html,yuwen-practice/yuwen-culture-age.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-culture-age.html
31,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]死亡代稱,yuwen-culture-death.html,yuwen-practice/yuwen-culture-death.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-culture-death.html
32,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]生活常用詞,yuwen-daily-words.html,yuwen-practice/yuwen-daily-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-daily-words.html
33,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]方位詞判斷練習神器,yuwen-direction-words.html,yuwen-practice/yuwen-direction-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-direction-words.html
34,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]雙重否定判斷練習神器,yuwen-double-negation.html,yuwen-practice/yuwen-double-negation.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-double-negation.html
35,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]病句判斷(詞語誤用&冗詞贅字),yuwen-faulty-sentences.html,yuwen-practice/yuwen-faulty-sentences.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-faulty-sentences.html
36,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]節慶(詩詞句),yuwen-festival-poems.html,yuwen-practice/yuwen-festival-poems.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-festival-poems.html
37,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]論語相關成語,yuwen-idiom-analects.html,yuwen-practice/yuwen-idiom-analects.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-analects.html
38,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]書籍典故成語,yuwen-idiom-book-allusions.html,yuwen-practice/yuwen-idiom-book-allusions.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-book-allusions.html
39,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]褒義貶義成語,yuwen-idiom-commendatory-derogatory.html,yuwen-practice/yuwen-idiom-commendatory-derogatory.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-commendatory-derogatory.html
40,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]經典基測、會考成語,yuwen-idiom-exam-classics.html,yuwen-practice/yuwen-idiom-exam-classics.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-exam-classics.html
41,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]朋友相關成語,yuwen-idiom-friends.html,yuwen-practice/yuwen-idiom-friends.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-friends.html
42,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]歷史人物典故成語,yuwen-idiom-historical-figures.html,yuwen-practice/yuwen-idiom-historical-figures.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-historical-figures.html
43,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]誇飾成語,yuwen-idiom-hyperbole.html,yuwen-practice/yuwen-idiom-hyperbole.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-hyperbole.html
44,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]孟子相關成語,yuwen-idiom-mencius.html,yuwen-practice/yuwen-idiom-mencius.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-mencius.html
45,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]四字以上成語(上),yuwen-idiom-multi-char-1.html,yuwen-practice/yuwen-idiom-multi-char-1.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-multi-char-1.html
46,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]四字以上成語(中),yuwen-idiom-multi-char-2.html,yuwen-practice/yuwen-idiom-multi-char-2.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-multi-char-2.html
47,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]四字以上成語(下),yuwen-idiom-multi-char-3.html,yuwen-practice/yuwen-idiom-multi-char-3.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-multi-char-3.html
48,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]動物植物大自然成語,yuwen-idiom-nature.html,yuwen-practice/yuwen-idiom-nature.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-nature.html
49,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]雙句成語(上),yuwen-idiom-paired-1.html,yuwen-practice/yuwen-idiom-paired-1.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-paired-1.html
50,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]雙句成語(下),yuwen-idiom-paired-2.html,yuwen-practice/yuwen-idiom-paired-2.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-paired-2.html
51,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]與人相關成語,yuwen-idiom-people.html,yuwen-practice/yuwen-idiom-people.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-people.html
52,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]疊字成語,yuwen-idiom-reduplication.html,yuwen-practice/yuwen-idiom-reduplication.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-reduplication.html
53,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]《史記》經典成語,yuwen-idiom-shiji-classic.html,yuwen-practice/yuwen-idiom-shiji-classic.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-shiji-classic.html
54,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]《史記》相關成語,yuwen-idiom-shiji.html,yuwen-practice/yuwen-idiom-shiji.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-shiji.html
55,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]世說新語成語,yuwen-idiom-shishuo.html,yuwen-practice/yuwen-idiom-shishuo.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-shishuo.html
56,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]相似相反成語,yuwen-idiom-synonyms-antonyms.html,yuwen-practice/yuwen-idiom-synonyms-antonyms.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-synonyms-antonyms.html
57,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]三國演義相關成語,yuwen-idiom-three-kingdoms.html,yuwen-practice/yuwen-idiom-three-kingdoms.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-three-kingdoms.html
58,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]戰國策與先秦歷史相關成語,yuwen-idiom-zhanguoce.html,yuwen-practice/yuwen-idiom-zhanguoce.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiom-zhanguoce.html
59,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]實數與虛數,yuwen-idiomatic-phrases.html,yuwen-practice/yuwen-idiomatic-phrases.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-idiomatic-phrases.html
60,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]題辭成語(考成語版),yuwen-inscriptions-advanced.html,yuwen-practice/yuwen-inscriptions-advanced.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-inscriptions-advanced.html
61,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]題辭大全練習神器,yuwen-inscriptions-all.html,yuwen-practice/yuwen-inscriptions-all.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-inscriptions-all.html
62,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]題辭成語(初階_考成語版),yuwen-inscriptions-basic.html,yuwen-practice/yuwen-inscriptions-basic.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-inscriptions-basic.html
63,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]題辭成語(考分類版),yuwen-inscriptions-category.html,yuwen-practice/yuwen-inscriptions-category.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-inscriptions-category.html
64,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]通同字,yuwen-interchangeable-chars.html,yuwen-practice/yuwen-interchangeable-chars.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-interchangeable-chars.html
65,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]書信稱謂,yuwen-letters-appellations.html,yuwen-practice/yuwen-letters-appellations.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-letters-appellations.html
66,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集]書信與謙詞敬語練習神器,yuwen-letters-courtesy.html,yuwen-practice/yuwen-letters-courtesy.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-letters-courtesy.html
67,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]書信用語,yuwen-letters-terminology.html,yuwen-practice/yuwen-letters-terminology.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-letters-terminology.html
68,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]外來語,yuwen-loanwords.html,yuwen-practice/yuwen-loanwords.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-loanwords.html
69,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]常誤讀字-蟲魚鳥獸,yuwen-misread-animals.html,yuwen-practice/yuwen-misread-animals.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-animals.html
70,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]常誤讀字-綜合練習(上),yuwen-misread-comprehensive-1.html,yuwen-practice/yuwen-misread-comprehensive-1.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-comprehensive-1.html
71,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]常誤讀字-綜合練習(下),yuwen-misread-comprehensive-2.html,yuwen-practice/yuwen-misread-comprehensive-2.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-comprehensive-2.html
72,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]常誤讀字-美食類別,yuwen-misread-food.html,yuwen-practice/yuwen-misread-food.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-food.html
73,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]常誤讀字-成語類別,yuwen-misread-idioms.html,yuwen-practice/yuwen-misread-idioms.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-idioms.html
74,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器] 多音字「吐」字音練習,yuwen-misread-tu.html,yuwen-practice/yuwen-misread-tu.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-misread-tu.html
75,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]小說回目,yuwen-novel-chapters.html,yuwen-practice/yuwen-novel-chapters.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-novel-chapters.html
76,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]小說流變,yuwen-novel-evolution.html,yuwen-practice/yuwen-novel-evolution.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-novel-evolution.html
77,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]實數與虛數,yuwen-numbers-real-virtual.html,yuwen-practice/yuwen-numbers-real-virtual.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-numbers-real-virtual.html
78,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]狀聲詞,yuwen-onomatopoeia.html,yuwen-practice/yuwen-onomatopoeia.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-onomatopoeia.html
79,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詞性判斷,yuwen-part-of-speech.html,yuwen-practice/yuwen-part-of-speech.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-part-of-speech.html
80,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詠物詩(動植物),yuwen-poetry-flora-fauna.html,yuwen-practice/yuwen-poetry-flora-fauna.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-flora-fauna.html
81,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詩詞的常見意象,yuwen-poetry-imagery.html,yuwen-practice/yuwen-poetry-imagery.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-imagery.html
82,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詠物詩(物品及其他),yuwen-poetry-objects.html,yuwen-practice/yuwen-poetry-objects.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-objects.html
83,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詠人(關鍵字),yuwen-poetry-people-keywords.html,yuwen-practice/yuwen-poetry-people-keywords.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-people-keywords.html
84,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詠人(詩詞句),yuwen-poetry-people-verses.html,yuwen-practice/yuwen-poetry-people-verses.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-people-verses.html
85,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詩詞表現手法,yuwen-poetry-techniques.html,yuwen-practice/yuwen-poetry-techniques.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-poetry-techniques.html
86,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詞性活用判斷,yuwen-pos-inflection.html,yuwen-practice/yuwen-pos-inflection.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-pos-inflection.html
87,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]詞性結構判斷,yuwen-pos-structure.html,yuwen-practice/yuwen-pos-structure.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-pos-structure.html
88,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]古文格言,yuwen-prose-maxims.html,yuwen-practice/yuwen-prose-maxims.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-prose-maxims.html
89,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]蘇軾名句填空,yuwen-quotes-sushi.html,yuwen-practice/yuwen-quotes-sushi.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-quotes-sushi.html
90,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]生僻字重要詞語版,yuwen-rare-words.html,yuwen-practice/yuwen-rare-words.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-rare-words.html
91,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]映襯法,yuwen-rhetoric-contrast.html,yuwen-practice/yuwen-rhetoric-contrast.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-rhetoric-contrast.html
92,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]摹寫修辭,yuwen-rhetoric-sensory.html,yuwen-practice/yuwen-rhetoric-sensory.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-rhetoric-sensory.html
93,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]移覺(通感)修辭,yuwen-rhetoric-synesthesia.html,yuwen-practice/yuwen-rhetoric-synesthesia.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-rhetoric-synesthesia.html
94,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]動物猜謎,yuwen-riddle-animals.html,yuwen-practice/yuwen-riddle-animals.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-riddle-animals.html
95,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]季節(關鍵字詞),yuwen-season-keywords.html,yuwen-practice/yuwen-season-keywords.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-season-keywords.html
96,語文教學資源庫 - 語文學習集 (國文常識/文法修辭/國學測驗),[語文學習集練習神器]季節(相關詞句),yuwen-season-verses.html,yuwen-practice/yuwen-season-verses.html,https://oaoadna-1313.github.io/2026_CAP-Chinese/yuwen-practice/yuwen-season-verses.html
